[Epoch = 0/1000]		loss: 2380.9835		loss_rec: 0.2282		loss_ss: 0.9921		time: 9.5324
[Epoch = 2/1000]		loss: 1627.6811		loss_rec: 0.1529		loss_ss: 0.9838		time: 8.8894
[Epoch = 4/1000]		loss: 1072.4379		loss_rec: 0.0974		loss_ss: 0.9809		time: 8.8615
[Epoch = 6/1000]		loss: 670.7480		loss_rec: 0.0573		loss_ss: 0.9786		time: 8.8793
[Epoch = 8/1000]		loss: 443.9426		loss_rec: 0.0346		loss_ss: 0.9769		time: 8.8590
[Epoch = 10/1000]		loss: 319.4540		loss_rec: 0.0222		loss_ss: 0.9725		time: 8.8796
[Epoch = 12/1000]		loss: 269.0707		loss_rec: 0.0172		loss_ss: 0.9706		time: 8.8589
[Epoch = 14/1000]		loss: 230.8045		loss_rec: 0.0134		loss_ss: 0.9645		time: 8.8184
[Epoch = 16/1000]		loss: 207.9760		loss_rec: 0.0112		loss_ss: 0.9609		time: 8.8651
[Epoch = 18/1000]		loss: 193.9458		loss_rec: 0.0099		loss_ss: 0.9540		time: 8.8588
[Epoch = 20/1000]		loss: 182.1153		loss_rec: 0.0089		loss_ss: 0.9296		time: 8.9997
[Epoch = 22/1000]		loss: 171.7049		loss_rec: 0.0083		loss_ss: 0.8899		time: 8.8447
[Epoch = 24/1000]		loss: 150.9119		loss_rec: 0.0077		loss_ss: 0.7360		time: 8.8514
[Epoch = 26/1000]		loss: 136.3080		loss_rec: 0.0069		loss_ss: 0.6690		time: 8.8479
[Epoch = 28/1000]		loss: 129.3714		loss_rec: 0.0068		loss_ss: 0.6093		time: 8.8628
[Epoch = 30/1000]		loss: 109.8864		loss_rec: 0.0065		loss_ss: 0.4443		time: 8.8032
[Epoch = 32/1000]		loss: 105.5938		loss_rec: 0.0063		loss_ss: 0.4220		time: 8.8930
[Epoch = 34/1000]		loss: 89.3173		loss_rec: 0.0059		loss_ss: 0.3047		time: 8.8215
[Epoch = 36/1000]		loss: 104.6971		loss_rec: 0.0062		loss_ss: 0.4282		time: 8.8632
[Epoch = 38/1000]		loss: 103.3284		loss_rec: 0.0074		loss_ss: 0.2963		time: 8.9207
[Epoch = 40/1000]		loss: 99.5865		loss_rec: 0.0061		loss_ss: 0.3823		time: 8.8764
[Epoch = 42/1000]		loss: 85.5339		loss_rec: 0.0061		loss_ss: 0.2473		time: 8.9493
[Epoch = 44/1000]		loss: 81.6988		loss_rec: 0.0057		loss_ss: 0.2461		time: 9.0404
[Epoch = 46/1000]		loss: 87.7878		loss_rec: 0.0061		loss_ss: 0.2724		time: 9.0307
[Epoch = 48/1000]		loss: 83.0788		loss_rec: 0.0057		loss_ss: 0.2644		time: 9.0330
[Epoch = 50/1000]		loss: 79.4635		loss_rec: 0.0056		loss_ss: 0.2360		time: 8.9999
[Epoch = 52/1000]		loss: 84.5074		loss_rec: 0.0057		loss_ss: 0.2776		time: 9.0259
[Epoch = 54/1000]		loss: 84.9503		loss_rec: 0.0059		loss_ss: 0.2635		time: 9.0061
[Epoch = 56/1000]		loss: 80.0169		loss_rec: 0.0055		loss_ss: 0.2514		time: 8.8866
[Epoch = 58/1000]		loss: 80.8122		loss_rec: 0.0060		loss_ss: 0.2115		time: 8.9050
[Epoch = 60/1000]		loss: 75.9974		loss_rec: 0.0055		loss_ss: 0.2101		time: 8.8463
[Epoch = 62/1000]		loss: 79.7984		loss_rec: 0.0053		loss_ss: 0.2647		time: 8.8712
[Epoch = 64/1000]		loss: 71.3373		loss_rec: 0.0051		loss_ss: 0.2041		time: 8.8356
[Epoch = 66/1000]		loss: 74.0713		loss_rec: 0.0053		loss_ss: 0.2061		time: 8.8550
[Epoch = 68/1000]		loss: 80.6591		loss_rec: 0.0055		loss_ss: 0.2530		time: 8.8224
[Epoch = 70/1000]		loss: 84.1313		loss_rec: 0.0057		loss_ss: 0.2711		time: 8.8594
[Epoch = 72/1000]		loss: 81.8514		loss_rec: 0.0055		loss_ss: 0.2706		time: 8.8635
[Epoch = 74/1000]		loss: 79.3181		loss_rec: 0.0055		loss_ss: 0.2425		time: 8.8644
[Epoch = 76/1000]		loss: 79.9961		loss_rec: 0.0058		loss_ss: 0.2244		time: 8.9114
[Epoch = 78/1000]		loss: 76.6620		loss_rec: 0.0055		loss_ss: 0.2149		time: 8.8705
[Epoch = 80/1000]		loss: 71.6882		loss_rec: 0.0051		loss_ss: 0.2027		time: 8.8690
[Epoch = 82/1000]		loss: 66.2155		loss_rec: 0.0049		loss_ss: 0.1686		time: 8.8431
[Epoch = 84/1000]		loss: 70.8278		loss_rec: 0.0053		loss_ss: 0.1773		time: 8.8548
[Epoch = 86/1000]		loss: 75.9454		loss_rec: 0.0055		loss_ss: 0.2092		time: 8.9447
[Epoch = 88/1000]		loss: 81.1145		loss_rec: 0.0054		loss_ss: 0.2730		time: 8.9474
[Epoch = 90/1000]		loss: 70.6298		loss_rec: 0.0053		loss_ss: 0.1774		time: 8.9799
[Epoch = 92/1000]		loss: 71.7046		loss_rec: 0.0053		loss_ss: 0.1892		time: 8.9944
[Epoch = 94/1000]		loss: 69.6200		loss_rec: 0.0049		loss_ss: 0.2022		time: 9.1068
[Epoch = 96/1000]		loss: 65.8905		loss_rec: 0.0048		loss_ss: 0.1768		time: 9.1609
[Epoch = 98/1000]		loss: 67.2545		loss_rec: 0.0050		loss_ss: 0.1767		time: 9.0440
[Epoch = 100/1000]		loss: 65.5225		loss_rec: 0.0049		loss_ss: 0.1611		time: 9.1339
[Epoch = 102/1000]		loss: 64.4817		loss_rec: 0.0048		loss_ss: 0.1625		time: 9.0794
[Epoch = 104/1000]		loss: 66.1508		loss_rec: 0.0050		loss_ss: 0.1643		time: 9.0190
[Epoch = 106/1000]		loss: 67.0390		loss_rec: 0.0050		loss_ss: 0.1714		time: 9.0410
[Epoch = 108/1000]		loss: 71.9531		loss_rec: 0.0049		loss_ss: 0.2264		time: 9.0516
[Epoch = 110/1000]		loss: 62.3400		loss_rec: 0.0047		loss_ss: 0.1544		time: 9.3339
[Epoch = 112/1000]		loss: 62.9947		loss_rec: 0.0046		loss_ss: 0.1705		time: 9.2032
[Epoch = 114/1000]		loss: 63.3477		loss_rec: 0.0047		loss_ss: 0.1628		time: 9.1677
[Epoch = 116/1000]		loss: 61.3012		loss_rec: 0.0045		loss_ss: 0.1601		time: 9.1473
[Epoch = 118/1000]		loss: 65.6734		loss_rec: 0.0046		loss_ss: 0.2017		time: 9.1261
[Epoch = 120/1000]		loss: 68.0265		loss_rec: 0.0050		loss_ss: 0.1798		time: 9.0567
[Epoch = 122/1000]		loss: 63.0809		loss_rec: 0.0047		loss_ss: 0.1581		time: 9.0995
[Epoch = 124/1000]		loss: 60.3530		loss_rec: 0.0045		loss_ss: 0.1574		time: 9.1728
[Epoch = 126/1000]		loss: 60.2625		loss_rec: 0.0045		loss_ss: 0.1556		time: 9.1453
[Epoch = 128/1000]		loss: 64.2506		loss_rec: 0.0044		loss_ss: 0.1979		time: 9.1383
[Epoch = 130/1000]		loss: 59.7380		loss_rec: 0.0043		loss_ss: 0.1635		time: 9.2026
[Epoch = 132/1000]		loss: 58.0335		loss_rec: 0.0043		loss_ss: 0.1550		time: 9.1628
[Epoch = 134/1000]		loss: 61.3911		loss_rec: 0.0044		loss_ss: 0.1690		time: 9.0486
[Epoch = 136/1000]		loss: 59.2349		loss_rec: 0.0042		loss_ss: 0.1763		time: 9.0694
[Epoch = 138/1000]		loss: 63.7401		loss_rec: 0.0043		loss_ss: 0.2119		time: 9.0927
